MunAno,Municipio,Ano,AreaGoverno,ValorDespesa,ValorReceita,PGasto,IndiceColetaEsgoto,IndiceTratamentoEsgoto,IndiceEsgotoTratado,IndiceAtendimentoAgua,TaxaMortalidadeInfanciaMilNascidosVivos,ObitosPopulacao60AnosMais,TaxaMortalidadeMilHabitantes,TaxaMortalidadeInfantilMilNascidosVivos,TaxaMortalidadeMulheresIdadeFértilCemMilMulheres,NascidosMortos,TaxaNatalidadeMilHabitantes,TaxaFecundidadeMilMulheres,LeitosInternaçãoMilHabitantes,LeitosSUSMilHabitantes,IndiceEnvelhecimento,IndiceQualidadeAterroResíduos,IndiceAtendimentoAgua,IndiceColetaEsgoto,IndiceTratamentoEsgoto
Sabino2016,Sabino,2016,SANEAMENTO,1157860.35,23230326.79,0.04984261997116744,85.17,100.0,85.17,100.0,,41,10.97,,376.79,,12.09,48.98,,,99.11,7.5,100.0,85.2,100.0
Sabino2016,Sabino,2016,SAÚDE,13280523.59,23230326.79,0.5716890558645473,85.17,100.0,85.17,100.0,,41,10.97,,376.79,,12.09,48.98,,,99.11,7.5,100.0,85.2,100.0
Sabino2017,Sabino,2017,SANEAMENTO,1129721.67,21267258.04,0.0531202314786039,100.0,100.0,100.0,100.0,17.86,47,12.97,17.86,151.29,,10.37,42.36,,,101.19,8.1,100.0,100.0,100.0
Sabino2017,Sabino,2017,SAÚDE,15037070.12,21267258.04,0.7070526013140902,100.0,100.0,100.0,100.0,17.86,47,12.97,17.86,151.29,,10.37,42.36,,,101.19,8.1,100.0,100.0,100.0
Sabino2018,Sabino,2018,SANEAMENTO,1899417.45,23982090.0,0.07920149786778383,81.47,100.0,81.47,100.0,,32,9.22,,227.1,,12.17,49.96,,,103.46,7.6,100.0,81.5,100.0
Sabino2018,Sabino,2018,SAÚDE,17547410.62,23982090.0,0.7316881314347499,81.47,100.0,81.47,100.0,,32,9.22,,227.1,,12.17,49.96,,,103.46,7.6,100.0,81.5,100.0
Sales2014,Sales,2014,SANEAMENTO,4923981.75,27609578.48,0.17834324249342903,97.22,0.0,0.0,99.87,,40,9.1,,136.8,,10.15,39.67,,,89.06,8.6,99.4,97.2,
Sales2014,Sales,2014,SAÚDE,17945590.99,27609578.48,0.6499769999386097,97.22,0.0,0.0,99.87,,40,9.1,,136.8,,10.15,39.67,,,89.06,8.6,99.4,97.2,
Sales2015,Sales,2015,SANEAMENTO,2680295.56,25696625.91,0.10430535002484301,100.0,100.0,100.0,98.65,,46,9.68,,,,11.76,46.16,,,92.44,8.1,98.2,100.0,100.0
Sales2015,Sales,2015,SAÚDE,16148847.45,25696625.91,0.6284423296101134,100.0,100.0,100.0,98.65,,46,9.68,,,,11.76,46.16,,,92.44,8.1,98.2,100.0,100.0
Sales2016,Sales,2016,SANEAMENTO,3022353.52,29537408.93,0.1023229060870777,100.0,100.0,100.0,99.13,,31,7.2,,201.61,,9.77,38.31,,,96.0,7.8,99.1,100.0,100.0
Sales2016,Sales,2016,SAÚDE,18711558.89,29537408.93,0.6334868076730792,100.0,100.0,100.0,99.13,,31,7.2,,201.61,,9.77,38.31,,,96.0,7.8,99.1,100.0,100.0
Sales2017,Sales,2017,SANEAMENTO,2787532.07,29092559.04,0.09581598051128334,100.0,100.0,100.0,100.0,,41,8.83,,133.24,,10.36,40.64,,,99.63,9.1,100.0,100.0,100.0
Sales2017,Sales,2017,SAÚDE,17078821.34,29092559.04,0.5870511877802826,100.0,100.0,100.0,100.0,,41,8.83,,133.24,,10.36,40.64,,,99.63,9.1,100.0,100.0,100.0
Sales2018,Sales,2018,SANEAMENTO,3383369.42,31672400.7,0.10682390173221065,97.52,97.67,95.25,90.02,,46,11.11,,66.14,,10.6,41.67,,,103.3,8.9,100.0,97.5,97.7
Sales2018,Sales,2018,SAÚDE,21284571.18,31672400.7,0.6720226667251024,97.52,97.67,95.25,90.02,,46,11.11,,66.14,,10.6,41.67,,,103.3,8.9,100.0,97.5,97.7
Sales Oliveira2014,Sales Oliveira,2014,SANEAMENTO,3540830.42,32663436.82,0.10840348612158075,80.0,0.0,0.0,99.05,7.94,67,7.11,7.94,33.49,,11.48,42.2,2.64,1.73,82.25,8.2,99.1,80.0,
Sales Oliveira2014,Sales Oliveira,2014,SAÚDE,31762091.26,32663436.82,0.9724050605890896,80.0,0.0,0.0,99.05,7.94,67,7.11,7.94,33.49,,11.48,42.2,2.64,1.73,82.25,8.2,99.1,80.0,
Sales Oliveira2015,Sales Oliveira,2015,SANEAMENTO,9788480.45,37341243.18,0.2621359016574659,80.0,0.0,0.0,98.14,8.33,52,6.05,8.33,33.31,3.0,10.83,39.97,2.62,1.71,86.49,9.1,98.1,80.0,
Sales Oliveira2015,Sales Oliveira,2015,SAÚDE,28594475.06,37341243.18,0.7657611965987041,80.0,0.0,0.0,98.14,8.33,52,6.05,8.33,33.31,3.0,10.83,39.97,2.62,1.71,86.49,9.1,98.1,80.0,
Sales Oliveira2016,Sales Oliveira,2016,SANEAMENTO,20877064.36,45319102.56,0.4606680887460186,90.9,0.0,0.0,97.91,16.53,53,6.63,16.53,66.56,3.0,10.83,40.27,2.6,1.7,90.04,10.0,97.6,90.9,
Sales Oliveira2016,Sales Oliveira,2016,SAÚDE,31290345.08,45319102.56,0.690444940708464,90.9,0.0,0.0,97.91,16.53,53,6.63,16.53,66.56,3.0,10.83,40.27,2.6,1.7,90.04,10.0,97.6,90.9,
Sales Oliveira2017,Sales Oliveira,2017,SANEAMENTO,4324301.76,39972650.23,0.10818151248711938,92.92,0.0,0.0,98.62,7.46,56,6.57,7.46,99.9,1.0,11.91,44.62,2.58,1.69,93.58,10.0,98.6,92.9,
Sales Oliveira2017,Sales Oliveira,2017,SAÚDE,33598290.11,39972650.23,0.8405319616457165,92.92,0.0,0.0,98.62,7.46,56,6.57,7.46,99.9,1.0,11.91,44.62,2.58,1.69,93.58,10.0,98.6,92.9,
Sales Oliveira2018,Sales Oliveira,2018,SANEAMENTO,4842329.38,42802667.98,0.11313148475376886,95.17,0.0,0.0,98.48,7.69,63,7.14,7.69,100.13,1.0,11.46,43.39,2.56,1.68,97.44,10.0,98.4,95.2,
Sales Oliveira2018,Sales Oliveira,2018,SAÚDE,35371732.64,42802667.98,0.8263908375180683,95.17,0.0,0.0,98.48,7.69,63,7.14,7.69,100.13,1.0,11.46,43.39,2.56,1.68,97.44,10.0,98.4,95.2,
Saltinho2014,Saltinho,2014,SANEAMENTO,4361398.71,22503634.78,0.19380863370019552,96.71,100.0,96.71,100.0,35.29,33,7.14,35.29,194.36,,11.46,41.3,,,97.28,9.8,100.0,96.7,100.0
Saltinho2014,Saltinho,2014,SAÚDE,17056384.43,22503634.78,0.7579390883626844,96.71,100.0,96.71,100.0,35.29,33,7.14,35.29,194.36,,11.46,41.3,,,97.28,9.8,100.0,96.7,100.0
Saltinho2015,Saltinho,2015,SANEAMENTO,4147940.06,23186739.4,0.17889277092578185,99.45,100.0,99.45,99.95,,33,5.72,,48.08,,13.44,48.56,,,103.68,9.8,99.9,99.5,100.0
Saltinho2015,Saltinho,2015,SAÚDE,17143854.82,23186739.4,0.73938187358935,99.45,100.0,99.45,99.95,,33,5.72,,48.08,,13.44,48.56,,,103.68,9.8,99.9,99.5,100.0
Saltinho2016,Saltinho,2016,SANEAMENTO,4495397.81,23977485.41,0.18748412242282747,100.0,100.0,100.0,100.0,12.82,43,7.38,,95.33,,10.28,37.18,,,108.47,9.8,100.0,100.0,100.0
Saltinho2016,Saltinho,2016,SAÚDE,17881109.87,23977485.41,0.7457458346546441,100.0,100.0,100.0,100.0,12.82,43,7.38,,95.33,,10.28,37.18,,,108.47,9.8,100.0,100.0,100.0
Saltinho2017,Saltinho,2017,SANEAMENTO,5092322.2,25791176.31,0.19744435611591538,97.46,100.0,97.46,100.0,,33,5.75,,94.65,2.0,11.24,40.7,,,113.42,9.8,100.0,97.5,100.0
Saltinho2017,Saltinho,2017,SAÚDE,18772464.64,25791176.31,0.7278638404996426,97.46,100.0,97.46,100.0,,33,5.75,,94.65,2.0,11.24,40.7,,,113.42,9.8,100.0,97.5,100.0
Salto2014,Salto,2014,SANEAMENTO,59419983.48,271086076.67,0.21919231046430118,91.03,84.11,76.56,99.09,15.17,491,6.9,12.01,115.88,14.0,14.45,50.92,1.12,0.64,61.56,9.6,98.0,91.0,84.1
Salto2014,Salto,2014,SAÚDE,250148772.52,271086076.67,0.9227651069092437,91.03,84.11,76.56,99.09,15.17,491,6.9,12.01,115.88,14.0,14.45,50.92,1.12,0.64,61.56,9.6,98.0,91.0,84.1
Salto2015,Salto,2015,SANEAMENTO,63071547.83,295199315.96,0.21365749993318514,92.06,95.94,88.32,99.3,13.69,528,6.78,13.1,89.67,7.0,15.2,53.8,1.11,0.63,64.83,9.6,100.0,92.1,95.9
Salto2015,Salto,2015,SAÚDE,284577129.77,295199315.96,0.9640169010708707,92.06,95.94,88.32,99.3,13.69,528,6.78,13.1,89.67,7.0,15.2,53.8,1.11,0.63,64.83,9.6,100.0,92.1,95.9
Salto2016,Salto,2016,SANEAMENTO,67943371.19,324457101.44,0.2094063310325306,,,,98.0,10.46,506,6.42,9.23,92.83,8.0,14.58,52.05,1.12,0.65,67.88,9.6,91.6,92.4,89.6
Salto2016,Salto,2016,SANEAMENTO,67943371.19,324457101.44,0.2094063310325306,,89.55,,,10.46,506,6.42,9.23,92.83,8.0,14.58,52.05,1.12,0.65,67.88,9.6,91.6,92.4,89.6
Salto2016,Salto,2016,SAÚDE,317541032.7,324457101.44,0.9786841813315066,,,,98.0,10.46,506,6.42,9.23,92.83,8.0,14.58,52.05,1.12,0.65,67.88,9.6,91.6,92.4,89.6
Salto2016,Salto,2016,SAÚDE,317541032.7,324457101.44,0.9786841813315066,,89.55,,,10.46,506,6.42,9.23,92.83,8.0,14.58,52.05,1.12,0.65,67.88,9.6,91.6,92.4,89.6
Salto2017,Salto,2017,SANEAMENTO,63819475.4,324660728.69,0.19657282128796544,,93.55,,,7.74,548,6.87,7.74,95.99,9.0,14.94,53.75,1.11,0.64,71.06,9.6,93.7,100.0,93.6
Salto2017,Salto,2017,SANEAMENTO,63819475.4,324660728.69,0.19657282128796544,,,,100.0,7.74,548,6.87,7.74,95.99,9.0,14.94,53.75,1.11,0.64,71.06,9.6,93.7,100.0,93.6
Salto2017,Salto,2017,SAÚDE,375121088.31,324660728.69,1.155424894854412,,93.55,,,7.74,548,6.87,7.74,95.99,9.0,14.94,53.75,1.11,0.64,71.06,9.6,93.7,100.0,93.6
Salto2017,Salto,2017,SAÚDE,375121088.31,324660728.69,1.155424894854412,,,,100.0,7.74,548,6.87,7.74,95.99,9.0,14.94,53.75,1.11,0.64,71.06,9.6,93.7,100.0,93.6
Salto2018,Salto,2018,SANEAMENTO,153115915.86,359918796.02,0.42541794858496823,,,,100.0,11.11,557,6.82,9.94,121.56,11.0,15.08,54.7,1.02,0.55,74.39,9.6,99.5,91.3,92.3
Salto2018,Salto,2018,SANEAMENTO,153115915.86,359918796.02,0.42541794858496823,,92.29,,,11.11,557,6.82,9.94,121.56,11.0,15.08,54.7,1.02,0.55,74.39,9.6,99.5,91.3,92.3
Salto2018,Salto,2018,SAÚDE,319353993.16,359918796.02,0.887294569473538,,,,100.0,11.11,557,6.82,9.94,121.56,11.0,15.08,54.7,1.02,0.55,74.39,9.6,99.5,91.3,92.3
Salto2018,Salto,2018,SAÚDE,319353993.16,359918796.02,0.887294569473538,,92.29,,,11.11,557,6.82,9.94,121.56,11.0,15.08,54.7,1.02,0.55,74.39,9.6,99.5,91.3,92.3
Salto Grande2014,Salto Grande,2014,SANEAMENTO,6071308.11,22331004.33,0.27187796931478186,59.58,100.0,59.58,96.77,16.81,48,7.98,8.4,131.81,1.0,13.37,52.28,3.82,2.47,76.98,8.5,100.0,59.6,100.0
Salto Grande2014,Salto Grande,2014,SAÚDE,18920462.89,22331004.33,0.8472732623396523,59.58,100.0,59.58,96.77,16.81,48,7.98,8.4,131.81,1.0,13.37,52.28,3.82,2.47,76.98,8.5,100.0,59.6,100.0
Salto Grande2015,Salto Grande,2015,SANEAMENTO,5543856.22,24169504.91,0.22937400830689997,75.0,100.0,75.0,90.29,,65,9.97,,175.44,,13.55,53.07,3.81,2.46,80.03,7.7,100.0,75.0,100.0
Salto Grande2015,Salto Grande,2015,SAÚDE,21030739.64,24169504.91,0.8701353096934413,75.0,100.0,75.0,90.29,,65,9.97,,175.44,,13.55,53.07,3.81,2.46,80.03,7.7,100.0,75.0,100.0
Salto Grande2016,Salto Grande,2016,SANEAMENTO,3941659.83,25238029.6,0.15617938058048714,80.05,100.0,80.05,100.0,8.85,54,8.48,8.85,306.61,1.0,12.61,49.5,3.79,2.45,82.01,8.3,100.0,80.1,100.0
Salto Grande2016,Salto Grande,2016,SAÚDE,23935525.4,25238029.6,0.9483912087970606,80.05,100.0,80.05,100.0,8.85,54,8.48,8.85,306.61,1.0,12.61,49.5,3.79,2.45,82.01,8.3,100.0,80.1,100.0
Salto Grande2017,Salto Grande,2017,SANEAMENTO,3751244.67,26677439.4,0.14061486988140248,92.34,100.0,92.34,100.0,9.09,59,7.89,9.09,131.18,1.0,12.23,48.1,3.78,2.45,84.04,5.2,100.0,92.3,100.0
Salto Grande2017,Salto Grande,2017,SAÚDE,23345897.4,26677439.4,0.8751176246697799,92.34,100.0,92.34,100.0,9.09,59,7.89,9.09,131.18,1.0,12.23,48.1,3.78,2.45,84.04,5.2,100.0,92.3,100.0
Salto Grande2018,Salto Grande,2018,SANEAMENTO,4622668.15,32829031.21,0.1408103736119967,22.4,100.0,22.4,100.0,,69,10.41,,305.68,,12.63,49.78,3.77,2.44,86.23,5.2,100.0,22.4,100.0
Salto Grande2018,Salto Grande,2018,SAÚDE,20239172.73,32829031.21,0.6165022842293006,22.4,100.0,22.4,100.0,,69,10.41,,305.68,,12.63,49.78,3.77,2.44,86.23,5.2,100.0,22.4,100.0
Santa Adélia2014,Santa Adélia,2014,SANEAMENTO,6453453.82,48272431.77,0.13368818564493049,93.56,100.0,93.56,99.42,6.02,87,8.1,6.02,129.1,,11.39,42.86,2.13,0.75,79.97,9.6,97.4,93.6,100.0
Santa Adélia2014,Santa Adélia,2014,SAÚDE,30054824.71,48272431.77,0.6226084663229718,93.56,100.0,93.56,99.42,6.02,87,8.1,6.02,129.1,,11.39,42.86,2.13,0.75,79.97,9.6,97.4,93.6,100.0
Santa Adélia2015,Santa Adélia,2015,SANEAMENTO,6948071.2,46341663.22,0.14993141629412585,90.05,100.0,90.05,99.12,12.82,99,9.09,12.82,128.37,1.0,10.66,40.05,1.57,0.48,83.51,9.8,97.9,90.1,100.0
Santa Adélia2015,Santa Adélia,2015,SAÚDE,30450082.6,46341663.22,0.6570778967393308,90.05,100.0,90.05,99.12,12.82,99,9.09,12.82,128.37,1.0,10.66,40.05,1.57,0.48,83.51,9.8,97.9,90.1,100.0
Santa Adélia2016,Santa Adélia,2016,SANEAMENTO,6469782.03,39599237.41,0.16338148038088698,72.99,100.0,72.99,98.99,5.59,85,7.9,5.59,128.53,2.0,12.19,46.02,1.63,0.48,86.61,9.5,97.7,73.0,100.0
Santa Adélia2016,Santa Adélia,2016,SAÚDE,32207450.47,39599237.41,0.8133351189704136,72.99,100.0,72.99,98.99,5.59,85,7.9,5.59,128.53,2.0,12.19,46.02,1.63,0.48,86.61,9.5,97.7,73.0,100.0
Santa Adélia2017,Santa Adélia,2017,SANEAMENTO,6854475.03,40654016.56,0.16860511236039108,82.18,89.77,73.78,99.2,10.87,86,7.26,10.87,103.2,,12.49,47.47,1.63,0.48,89.88,9.8,98.3,82.2,89.8
Santa Adélia2017,Santa Adélia,2017,SAÚDE,34300023.81,40654016.56,0.8437056584403576,82.18,89.77,73.78,99.2,10.87,86,7.26,10.87,103.2,,12.49,47.47,1.63,0.48,89.88,9.8,98.3,82.2,89.8
Santa Adélia2018,Santa Adélia,2018,SANEAMENTO,6561371.99,44552962.96,0.14727128240361592,76.81,90.08,69.2,98.43,6.85,80,7.03,6.85,103.44,,9.87,37.76,1.62,0.47,93.38,8.9,97.8,76.8,90.1
Santa Adélia2018,Santa Adélia,2018,SAÚDE,36978708.91,44552962.96,0.8299943809169273,76.81,90.08,69.2,98.43,6.85,80,7.03,6.85,103.44,,9.87,37.76,1.62,0.47,93.38,8.9,97.8,76.8,90.1
Santa Branca2014,Santa Branca,2014,SANEAMENTO,5375929.04,37328314.66,0.14401745937275595,88.46,0.0,0.0,100.0,21.28,71,7.68,14.18,161.12,3.0,10.12,37.86,,,74.12,10.0,99.5,88.5,
Santa Branca2014,Santa Branca,2014,SAÚDE,24035975.06,37328314.66,0.6439073201918836,88.46,0.0,0.0,100.0,21.28,71,7.68,14.18,161.12,3.0,10.12,37.86,,,74.12,10.0,99.5,88.5,
Santa Branca2015,Santa Branca,2015,SANEAMENTO,5672983.89,38995885.85,0.14547647184683712,95.83,0.0,0.0,100.0,17.65,82,8.44,17.65,134.12,4.0,12.16,45.6,,,78.39,10.0,99.0,95.8,
Santa Branca2015,Santa Branca,2015,SAÚDE,26460632.66,38995885.85,0.6785493413787905,95.83,0.0,0.0,100.0,17.65,82,8.44,17.65,134.12,4.0,12.16,45.6,,,78.39,10.0,99.0,95.8,
Santa Cruz da Conceição2014,Santa Cruz da Conceição,2014,SANEAMENTO,3213685.02,19160677.68,0.16772293097725133,81.25,100.0,81.25,76.89,25.64,23,7.72,25.64,90.01,,9.41,35.1,,,99.17,3.4,96.4,81.3,100.0
Santa Cruz da Conceição2014,Santa Cruz da Conceição,2014,SAÚDE,11343412.71,19160677.68,0.5920152146727203,81.25,100.0,81.25,76.89,25.64,23,7.72,25.64,90.01,,9.41,35.1,,,99.17,3.4,96.4,81.3,100.0
Santa Cruz da Conceição2015,Santa Cruz da Conceição,2015,SANEAMENTO,3104913.48,18789526.43,0.16524703225317,81.25,100.0,81.25,76.18,25.0,19,5.5,,178.25,,9.57,35.65,,,104.84,4.4,95.5,81.3,100.0
Santa Cruz da Conceição2015,Santa Cruz da Conceição,2015,SAÚDE,10233344.31,18789526.43,0.5446302411145975,81.25,100.0,81.25,76.18,25.0,19,5.5,,178.25,,9.57,35.65,,,104.84,4.4,95.5,81.3,100.0
Santa Cruz da Conceição2016,Santa Cruz da Conceição,2016,SANEAMENTO,3354349.87,20991299.49,0.1597971517484171,81.25,100.0,81.25,75.73,31.25,26,9.49,31.25,176.99,,7.6,28.32,,,109.21,3.6,98.0,81.3,100.0
Santa Cruz da Conceição2016,Santa Cruz da Conceição,2016,SAÚDE,11516961.62,20991299.49,0.5486540566717435,81.25,100.0,81.25,75.73,31.25,26,9.49,31.25,176.99,,7.6,28.32,,,109.21,3.6,98.0,81.3,100.0
Santa Cruz da Conceição2017,Santa Cruz da Conceição,2017,SANEAMENTO,3409154.62,20708006.75,0.16462978118355115,62.57,100.0,62.57,69.18,,32,8.71,,87.72,,6.36,23.68,,,113.97,8.3,98.9,62.6,100.0
Santa Cruz da Conceição2017,Santa Cruz da Conceição,2017,SAÚDE,13500170.19,20708006.75,0.6519299685857017,62.57,100.0,62.57,69.18,,32,8.71,,87.72,,6.36,23.68,,,113.97,8.3,98.9,62.6,100.0
Santa Cruz da Conceição2018,Santa Cruz da Conceição,2018,SANEAMENTO,4678119.28,23134520.33,0.202213800557325,55.42,100.0,55.42,70.61,,24,6.78,,,,8.88,33.13,,,118.85,9.8,99.4,55.4,100.0
Santa Cruz da Conceição2018,Santa Cruz da Conceição,2018,SAÚDE,14484833.6,23134520.33,0.6261134181034477,55.42,100.0,55.42,70.61,,24,6.78,,,,8.88,33.13,,,118.85,9.8,99.4,55.4,100.0
Santa Cruz das Palmeiras2014,Santa Cruz das Palmeiras,2014,SANEAMENTO,25884692.07,62443598.88,0.4145291516548157,100.0,0.0,0.0,96.89,15.63,139,6.29,15.63,92.94,5.0,12.19,44.61,1.46,0.79,57.23,9.5,100.0,100.0,
Santa Cruz das Palmeiras2014,Santa Cruz das Palmeiras,2014,SAÚDE,48978026.34,62443598.88,0.7843562385653452,100.0,0.0,0.0,96.89,15.63,139,6.29,15.63,92.94,5.0,12.19,44.61,1.46,0.79,57.23,9.5,100.0,100.0,
Santa Cruz das Palmeiras2015,Santa Cruz das Palmeiras,2015,SANEAMENTO,19141033.63,62813990.29,0.30472564378778616,100.0,0.0,0.0,96.89,12.69,153,6.43,12.69,91.81,1.0,12.35,45.21,1.44,0.78,59.69,9.0,100.0,100.0,
Santa Cruz das Palmeiras2015,Santa Cruz das Palmeiras,2015,SAÚDE,54762232.83,62813990.29,0.8718158578554459,100.0,0.0,0.0,96.89,12.69,153,6.43,12.69,91.81,1.0,12.35,45.21,1.44,0.78,59.69,9.0,100.0,100.0,
Santa Cruz das Palmeiras2016,Santa Cruz das Palmeiras,2016,SANEAMENTO,12505898.41,65664617.59,0.19045109632839027,100.0,0.0,0.0,96.89,7.83,142,6.08,7.83,68.36,3.0,11.87,43.64,1.43,0.77,61.93,9.1,100.0,100.0,
Santa Cruz das Palmeiras2016,Santa Cruz das Palmeiras,2016,SAÚDE,57712311.07,65664617.59,0.8788951064993173,100.0,0.0,0.0,96.89,7.83,142,6.08,7.83,68.36,3.0,11.87,43.64,1.43,0.77,61.93,9.1,100.0,100.0,
Santa Cruz das Palmeiras2017,Santa Cruz das Palmeiras,2017,SANEAMENTO,11252183.78,72421947.03,0.15536980489269234,100.0,0.0,0.0,96.89,15.23,158,6.44,12.69,90.48,4.0,12.08,44.56,1.41,0.77,64.34,7.6,100.0,100.0,
Santa Cruz das Palmeiras2017,Santa Cruz das Palmeiras,2017,SAÚDE,60476188.39,72421947.03,0.8350533349365545,100.0,0.0,0.0,96.89,15.23,158,6.44,12.69,90.48,4.0,12.08,44.56,1.41,0.77,64.34,7.6,100.0,100.0,
Santa Cruz das Palmeiras2018,Santa Cruz das Palmeiras,2018,SANEAMENTO,13674582.14,83625216.07,0.16352223387445056,100.0,0.0,0.0,96.89,5.22,150,6.24,5.22,123.54,2.0,11.61,43.01,1.39,0.76,66.81,8.0,100.0,100.0,
Santa Cruz das Palmeiras2018,Santa Cruz das Palmeiras,2018,SAÚDE,59533408.56,83625216.07,0.7119073810244806,100.0,0.0,0.0,96.89,5.22,150,6.24,5.22,123.54,2.0,11.61,43.01,1.39,0.76,66.81,8.0,100.0,100.0,
Santa Fé do Sul2014,Santa Fé do Sul,2014,SANEAMENTO,14552505.04,119638923.82,0.12163687682358826,80.02,100.0,80.02,100.0,10.2,193,8.73,7.65,134.79,5.0,13.12,48.03,2.54,1.1,110.34,9.8,100.0,80.0,100.0
Santa Fé do Sul2014,Santa Fé do Sul,2014,SAÚDE,74831068.89,119638923.82,0.6254742729263043,80.02,100.0,80.02,100.0,10.2,193,8.73,7.65,134.79,5.0,13.12,48.03,2.54,1.1,110.34,9.8,100.0,80.0,100.0
Santa Fé do Sul2015,Santa Fé do Sul,2015,SANEAMENTO,14087106.11,133782003.31,0.1052989622031397,80.0,100.0,80.0,100.0,13.67,217,9.45,11.39,97.69,6.0,14.61,53.61,2.53,1.1,115.17,9.7,99.3,80.0,100.0
Santa Fé do Sul2015,Santa Fé do Sul,2015,SAÚDE,81251667.03,133782003.31,0.6073437758419825,80.0,100.0,80.0,100.0,13.67,217,9.45,11.39,97.69,6.0,14.61,53.61,2.53,1.1,115.17,9.7,99.3,80.0,100.0
Santa Fé do Sul2016,Santa Fé do Sul,2016,SANEAMENTO,15298950.3,146913804.45,0.10413555320600781,82.54,100.0,82.54,100.0,2.85,226,9.44,2.85,147.2,1.0,11.62,43.06,2.25,1.09,118.43,7.5,100.0,82.5,100.0
Santa Fé do Sul2016,Santa Fé do Sul,2016,SAÚDE,81784469.61,146913804.45,0.556683355360484,82.54,100.0,82.54,100.0,2.85,226,9.44,2.85,147.2,1.0,11.62,43.06,2.25,1.09,118.43,7.5,100.0,82.5,100.0
Santa Fé do Sul2017,Santa Fé do Sul,2017,SANEAMENTO,19113330.37,148354999.15,0.12883509473566668,79.95,100.0,79.95,100.0,6.76,213,8.76,6.76,98.52,4.0,14.63,54.68,2.31,1.75,121.86,9.6,100.0,80.0,100.0
Santa Fé do Sul2017,Santa Fé do Sul,2017,SAÚDE,84430910.59,148354999.15,0.5691140242913749,79.95,100.0,79.95,100.0,6.76,213,8.76,6.76,98.52,4.0,14.63,54.68,2.31,1.75,121.86,9.6,100.0,80.0,100.0
Santa Fé do Sul2018,Santa Fé do Sul,2018,SANEAMENTO,20002744.89,161425927.94,0.1239128381992933,100.0,84.57,84.57,100.0,14.15,219,9.51,14.15,173.18,,13.9,52.45,2.29,1.51,125.42,7.3,100.0,100.0,84.6
Santa Fé do Sul2018,Santa Fé do Sul,2018,SAÚDE,84730583.23,161425927.94,0.5248883144812604,100.0,84.57,84.57,100.0,14.15,219,9.51,14.15,173.18,,13.9,52.45,2.29,1.51,125.42,7.3,100.0,100.0,84.6
Santa Gertrudes2014,Santa Gertrudes,2014,SANEAMENTO,1218517.39,78950207.57,0.015433998560670282,80.01,99.74,79.8,100.0,11.4,76,4.99,11.4,43.73,2.0,14.97,51.16,,,41.13,7.3,100.0,80.0,99.7
Santa Gertrudes2014,Santa Gertrudes,2014,SAÚDE,74441283.48,78950207.57,0.942889015383497,80.01,99.74,79.8,100.0,11.4,76,4.99,11.4,43.73,2.0,14.97,51.16,,,41.13,7.3,100.0,80.0,99.7
Santa Gertrudes2015,Santa Gertrudes,2015,SANEAMENTO,1513151.81,83323964.62,0.018159863334645057,79.98,99.81,79.83,98.94,7.94,77,4.51,7.94,71.24,1.0,15.79,53.85,,,42.94,8.8,100.0,80.0,99.8
Santa Gertrudes2015,Santa Gertrudes,2015,SAÚDE,73510948.37,83323964.62,0.8822305648230688,79.98,99.81,79.83,98.94,7.94,77,4.51,7.94,71.24,1.0,15.79,53.85,,,42.94,8.8,100.0,80.0,99.8
Santa Gertrudes2016,Santa Gertrudes,2016,SANEAMENTO,1348151.0,88635272.66,0.015210095930673477,80.0,99.72,79.78,99.31,11.46,84,5.09,11.46,84.22,1.0,14.32,48.99,,,44.45,9.8,100.0,80.0,99.7
Santa Gertrudes2016,Santa Gertrudes,2016,SAÚDE,68602318.79,88635272.66,0.773984405205755,80.0,99.72,79.78,99.31,11.46,84,5.09,11.46,84.22,1.0,14.32,48.99,,,44.45,9.8,100.0,80.0,99.7
Santa Gertrudes2017,Santa Gertrudes,2017,SANEAMENTO,1007379.91,93582910.12,0.01076457131658175,75.97,99.8,75.82,100.0,3.06,86,4.96,3.06,69.17,,13.18,45.23,,,46.2,9.8,99.1,76.0,99.8
Santa Gertrudes2017,Santa Gertrudes,2017,SAÚDE,90177931.04,93582910.12,0.9636153751188775,75.97,99.8,75.82,100.0,3.06,86,4.96,3.06,69.17,,13.18,45.23,,,46.2,9.8,99.1,76.0,99.8
Santa Gertrudes2018,Santa Gertrudes,2018,SAÚDE,104476967.75,102370778.87,1.0205741218661102,77.35,99.71,77.13,97.1,5.97,92,5.26,2.99,109.08,,13.26,45.68,,,47.96,9.8,98.1,77.4,99.7
Santa Isabel2014,Santa Isabel,2014,SANEAMENTO,22319251.85,119855567.5,0.1862178980546732,67.56,0.0,0.0,79.1,15.35,257,7.28,14.07,132.28,8.0,14.93,54.45,1.93,1.57,56.87,9.5,89.1,67.6,
Santa Isabel2014,Santa Isabel,2014,SAÚDE,105638934.35,119855567.5,0.8813852919264681,67.56,0.0,0.0,79.1,15.35,257,7.28,14.07,132.28,8.0,14.93,54.45,1.93,1.57,56.87,9.5,89.1,67.6,
Santa Isabel2015,Santa Isabel,2015,SANEAMENTO,49101193.44,140253865.15,0.35008798786034734,68.75,0.0,0.0,80.11,11.38,227,6.45,7.59,89.82,6.0,14.96,54.65,1.91,1.55,59.85,9.6,90.3,68.8,
